business_id,name,categories,stars,review_count,address,city,state,latitude,longitude
txyXRytGjwOXvS8s4sc-WA,Smoothie King,"Vitamins & Supplements, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies, Shopping",3.0,29,1070 E Tucson Marketplace Blvd,Tucson,AZ,32.186794,-110.954765
uI9XODGY_2_ieTE6xJ0myw,Roman Forum,"Restaurants, American (New), Italian",4.0,23,10440 N Dale Mabry Hwy,Tampa,FL,28.0462028173,-82.5050526736
JgpnXv_0XhV3SfbfB50nxw,Joe's Pizza,"Restaurants, Pizza",4.0,35,2038 N Dale Mabry Hwy,Tampa,FL,27.9605142,-82.506127
Si6LXSR9gvAbmgO5DzV2cw,Lafitte's Landing Seafood House,"Restaurants, Soup, Seafood, Burgers",2.5,38,1700 Lapalco Blvd,Harvey,LA,29.8754822266,-90.04938
seKihQKpGGnCeLuELRQPSQ,Twin Peaks,"Sports Bars, American (New), American (Traditional), Nightlife, Bars, Restaurants",3.5,257,6880 E 82nd St,Indianapolis,IN,39.9062952,-86.0474634
L_TT0BFmFwORAMaA83K54A,Village Tap Room,"Gastropubs, Cocktail Bars, Beer Bar, Bars, Restaurants, Nightlife",2.5,23,838 Broad Ripple Ave,Indianapolis,IN,39.8699114,-86.1435773
qfWJmJ0g96eM_fWma3ja0g,Doc Magrogan's Oyster House - West Chester,"Seafood, Restaurants, Bars, Nightlife, Cocktail Bars, American (New), Pubs",3.0,114,117 E Gay St,West Chester,PA,39.9615417,-75.6036042
lOP3HxdUTaq0eXhwR_KC-w,Sweet Things Chocolates,"Chocolatiers & Shops, Specialty Food, Candy Stores, Food",4.0,13,2288 W 86th St,Indianapolis,IN,39.913292,-86.20083
KWA2qtdwVEkMpd5soSKaGA,Publix Super Market,"Food, Grocery",3.5,7,12101 Little Rd,Hudson,FL,28.3326007,-82.6681066
gbN4RuUiiBxQ2GBFQ2p3Cw,Mr. Margarita,"Food Trucks, Food",5.0,7,Truck Inn Way,Fernley,NV,39.5139704538,-119.8472038094
8rb-3VYXE37IZix4yOdskw,Sharky's Sports Bar & Grill,"American (Traditional), Bars, Nightlife, Sports Bars, Restaurants",2.5,29,820 N Black Horse Pike,Williamstown,NJ,39.6968014,-74.9998214
aCDY7vXYMs54EbYuQScsnQ,39 North Taproom & Grill,"American (Traditional), Sports Bars, Restaurants, Bars, Nightlife, Steakhouses, Salad, Beer Bar",4.5,25,110 S MacDade Blvd,Glenolden,PA,39.9036968861,-75.2949812448
-4dYswJy7SPcbcERvitmIg,Pathmark,"Food, Grocery",2.5,34,3021 Grays Ferry Ave,Philadelphia,PA,39.9404026,-75.1932966
pJfh3Ct8iL58NZa8ta-a5w,Top Shelf Sports Lounge,"Burgers, Sports Bars, Bars, Lounges, Restaurants, Salad, Wraps, Nightlife, American (New)",4.5,95,3173 Cypress Ridge Blvd,Wesley Chapel,FL,28.1962523878,-82.3806153496
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,"Food, Beer, Wine & Spirits, Breweries",4.5,139,5133 E 65th St,Indianapolis,IN,39.8755319,-86.0828565
ppFCk9aQkM338Rgwpl2F5A,Wawa,"Restaurants, Automotive, Delis, Gas Stations, Food, Coffee & Tea, Sandwiches, Convenience Stores",3.0,56,3604 Chestnut St,Philadelphia,PA,39.954573,-75.1948936
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,"Food, Restaurants, Salad, Coffee & Tea, Breakfast & Brunch, Sandwiches, Bakeries",4.0,389,"131 Anacapa St, Ste C",Santa Barbara,CA,34.4144445,-119.6906718
YNjyv0gfOr2g8lbmUpTnKg,Copper Vine,"Nightlife, Pubs, Event Planning & Services, Wine Bars, Bars, Gastropubs, Restaurants, Venues & Event Spaces",4.5,350,1001 Poydras St,New Orleans,LA,29.9506467229,-90.0744274301
oaboaRBUgGjbo2kfUIKDLQ,Mike's Ice Cream,"Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants, Sandwiches, Food",4.5,593,129 2nd Ave N,Nashville,TN,36.1626492,-86.7759733
knQ4vIgx-r85kjlWVVjcpQ,Silver and Blue Outfitters,"Sporting Goods, Sports Wear, Fashion, Restaurants, Fast Food, Sandwiches, Shopping",4.5,5,5191 Meadowood Mall Cir,Reno,NV,39.476518,-119.7840369
1MeIwdbTnZOBFCKOrgaxuw,Ricardo's Italian Cafe,"American (New), Restaurants, Cafes, Italian, American (Traditional)",3.5,80,1931 Park Ave,Saint Louis,MO,38.6172724,-90.2127841
TLZ3-eDPLhUzfsWO4ad6Ug,Mahony's Po-Boys & Seafood,"Restaurants, Seafood, Cajun/Creole",4.0,382,901 Iberville St,New Orleans,LA,29.9554151,-90.0700619
vje0KIiE7vtpx7JzmBx5LQ,The Pearl,"Restaurants, French, Moroccan, Seafood, Mediterranean",4.0,129,163 107th Ave,Treasure Island,FL,27.7694046,-82.767317
VrGxoSNZfSiT-G4OqRRGIw,Sunset 44 Bistro,"Bars, Lounges, American (New), Restaurants, Nightlife, Wine Bars",4.0,73,118 W Adams Ave,Saint Louis,MO,38.5832229,-90.4071872
sB45WFgysT617bKWP_WJwA,Budweiser Brewery Experience,"Bars, Beer Gardens, Food, Breweries, Nightlife, Tours, Pubs, Wine Tours, Beer Tours, Hotels & Travel",4.5,605,1200 Lynch St,Saint Louis,MO,38.6001971,-90.2135377
4dVrWc4Nhuw9apfk9BWEcA,Walmart Supercenter,"Grocery, Food, Shopping, Fashion, Drugstores, Department Stores, Discount Store, Electronics",2.0,29,41232 US Hwy 19 N,Tarpon Springs,FL,28.1477204,-82.7425681
kk_oEw1j3xQ-cJaAII8A0Q,Giant Food Store,"Grocery, Food",3.0,29,1760 Dekalb Pike,Blue Bell,PA,40.1490655,-75.3060284
VZzivJEbmHItOxNXJB3SpA,Subway,"Sandwiches, Fast Food, Restaurants",2.5,14,"330 Franklin Rd, Ste 900-d",Brentwood,TN,36.0263631408,-86.7894728157
Cdytv_YhJO0W0Ab8t2xLtg,Nipper's Pub,"Nightlife, Chicken Wings, Pubs, Bars, American (Traditional), Restaurants",3.5,29,1205 Delsea Dr,Woodbury,NJ,39.8444681,-75.1248703
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,"Restaurants, Chinese",3.0,137,1800 Spring Garden St,Philadelphia,PA,39.963077709,-75.1680274529
FRYkg_JvsWU9xIXZsEZcVA,Altamura,"Cocktail Bars, Italian, Nightlife, Seafood, Bars, Restaurants",3.5,27,2127 Prytania St,New Orleans,LA,29.9333877563,-90.079498291
9C2rpb56aQvW0ViZHK9sPw,Home Plate Sports Pub,"Bars, Restaurants, Sports Bars, Nightlife",3.5,56,4880 E 22nd St,Tucson,AZ,32.206315,-110.887843
k0yyD71s2F2eEKWRdkZ6jA,Cold Stone Creamery,"Custom Cakes, Food, Desserts, Cupcakes, Ice Cream & Frozen Yogurt",3.0,19,"55 S Raceway Rd, Ste 400",Indianapolis,IN,39.7628744,-86.3257127
dM5OKNzk9AL2aiq-fV-SYg,Walmart Supercenter,"Discount Store, Department Stores, Food, Drugstores, Shopping, Grocery, Fashion, Mobile Phones",1.5,14,400 W Northfield Dr,Brownsburg,IN,39.8591499,-86.3964221
0vCsslN-TYnDeOSNT4rIfg,Whole Foods Market,"Food, Organic Stores, Specialty Food, Health Markets, Grocery",3.5,44,14598 Clay Terrace Blvd,Carmel,IN,39.999084,-86.131076
zFvqulgAYOpSG2t1v8AZ-w,The Cake Drip,"Desserts, Do-It-Yourself Food, Food, Patisserie/Cake Shop",4.0,40,1625 W Snow Cir,Tampa,FL,27.935753,-82.4764699
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,"Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife",4.0,2404,230 Stearns Wharf,Santa Barbara,CA,34.4087147,-119.6850187
Lx8ZYUJ_-3Aa8N821mN1WQ,ALM Kainan,"Restaurants, Filipino",4.0,13,"390 N McCarran Blvd, Ste B",Sparks,NV,39.5371788,-119.7355322
WYYdQDjx-DsCanlP0DpImQ,J Sushi,"Seafood, Restaurants, Sushi Bars, Japanese",4.5,72,243 S 10th St,Philadelphia,PA,39.9470334,-75.1574339
oCFcoyGx2VRZ8MHXEsV8tQ,Giant Food Store,"Food, Grocery",2.5,10,4801 Edgmont Ave,Brookhaven,PA,39.877374,-75.394007
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,"Nightlife, Restaurants, Bars, Mexican",4.0,182,135 2nd Ave N,Nashville,TN,36.162799,-86.776016
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,"Burgers, Restaurants, Fast Food",1.5,37,741 Thompson Ln,Nashville,TN,36.112075744,-86.7674462724
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,"Italian, Restaurants",4.0,52,1400 Parkway Ave,Ewing,NJ,40.2668877,-74.8056572
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas",3.0,1639,2800 Opryland Dr,Nashville,TN,36.2115923083,-86.6943191727
1GnJDrpp-jyDRCptavD9RQ,Rita's Italian Ice,"Food, Ice Cream & Frozen Yogurt, Desserts, Shaved Ice",4.0,7,5004 Pennell Rd,Aston,PA,39.8649175,-75.4275762
h_qlv6CIXGVurFOhFQ945w,Tim Hortons,"Coffee & Tea, Food",3.5,6,17004 111 Avenue NW,Edmonton,AB,53.5599789914,-113.6162690363
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,"Restaurants, Sandwiches, Pizza, Chicken Wings",1.5,14,"1525 Lapalco Blvd, # A",Harvey,LA,29.8753202,-90.045817
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,"Grocery, Food",4.0,19,60 N 23rd St,Philadelphia,PA,39.9565280024,-75.178013742
AzwiKZjVqHOxLaYtPAx8lA,Target,"Shopping, Department Stores, Grocery, Fashion, Food, Electronics, Furniture Stores, Home & Garden",2.5,37,2450 Shoppers Ln,Wyncote,PA,40.076229,-75.155305
yM8LlTInbQH4FwWC97lz6w,McDonald's,"Fast Food, Restaurants, Food, Burgers, Coffee & Tea",1.5,100,1919 S Jefferson,St. Louis,MO,38.6124951839,-90.2219420671
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,"Restaurants, American (New), Burgers, Fast Food, Steakhouses",4.0,75,25340 Sierra Center Blvd,Lutz,FL,28.192191035,-82.396367
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,"Japanese, Chinese, Restaurants, Thai",1.5,27,2E Summit Sq Shopping Ctr,Langhorne,PA,40.2177843,-74.9265858
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,"Restaurants, Bakeries, Caterers, Bagels, Food, Event Planning & Services",3.5,60,216 W Beidler Rd,King of Prussia,PA,40.1124813,-75.3799748
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,"Food, Coffee & Tea",4.0,105,1523 E Susquehanna Ave,Philadelphia,PA,39.9764555,-75.1270254
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,"Restaurants, Breakfast & Brunch",4.0,175,220 2nd St SW,Carmel,IN,39.976614,-86.130124
ZU6NodDOWaabGkeNpOWdXw,530 Pub & Grill,"American (Traditional), Restaurants, Burgers, Wraps, Sandwiches, Bars, Nightlife, Beer Bar",4.5,6,530 Cleveland St,Clearwater,FL,27.9657471097,-82.7989008
ULReFPrCIDRbGKwP3ZsHwg,Eddie's Southtown Donuts,"Donuts, Food",4.5,55,4701 S Kingshighway Blvd,Saint Louis,MO,38.5857552,-90.2768425
Dtuf4vD0znzwJW9vk3iTNw,Tomo Japanese Steakhouse and Sushi Bar,"Steakhouses, Restaurants, Sushi Bars, Japanese",4.0,246,"7411 N Keystone Ave, Ste A",Indianapolis,IN,39.8887246,-86.1212129
8c0r7olQSYGcws0bTd3ikw,Zesty Tsunami,"Hawaiian, Food, Food Trucks, Street Vendors, Restaurants",4.0,5,6614 Osteen Rd,New Port Richey,FL,28.2502179787,-82.6824409515
Ucl9Vo5lwrUmYbV8Dv8X5g,O'Briens Irish Pub,"Bars, Pubs, Nightlife, Arts & Entertainment, Irish, Restaurants, Music Venues",4.0,108,15435 N Dale Mabry Hwy,Tampa,FL,28.09236,-82.500588
wjyUxHxkrvUvCOVqy4g_wg,Oscar's Cafe,"Restaurants, American (Traditional)",4.0,11,7520 Natural Bridge Rd,Normandy,MO,38.704765,-90.299811
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea",4.5,183,765 S 4th St,Philadelphia,PA,39.9385518,-75.1496356
7FHjj04Wy2aqXl22NA_C0g,Aldi,"Grocery, Food",4.0,18,9505 Uptown Dr,Indianapolis,IN,39.9250893,-86.0342432
6czqMScx8MRDirv7fxX7pw,Frankie's Fruit Bar,"Specialty Food, Food, Shaved Ice, Juice Bars & Smoothies, Fruits & Veggies",4.5,34,205 E Moana Ln,Reno,NV,39.4928018965,-119.7929971762
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,"Salad, Restaurants, Burgers, Soul Food",3.5,42,14457 N Dale Mabry Hwy,Tampa,FL,28.0787347875,-82.5063104158
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,"Restaurants, Italian, Nightlife, Bars, Cocktail Bars, Tapas/Small Plates",4.5,112,9040 Carothers Pkwy,Franklin,TN,35.9565328581,-86.8027199385
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,"Restaurants, Lounges, Bars, American (New), Nightlife",4.0,208,38 E Washington St,Indianapolis,IN,39.7672488945,-86.1567753553
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",4.0,46,4002 Spruce St,Philadelphia,PA,39.9516153765,-75.2033457223
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,"Cupcakes, Street Vendors, Food Delivery Services, Food Trucks, Desserts, Food",4.5,20,,Indianapolis,IN,39.904342,-86.0631561
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,"Pizza, Restaurants, Bars, Nightlife, Sandwiches",3.5,149,8227 Oak St,New Orleans,LA,29.9486236188,-90.1312502816
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,"Irish Pub, Bars, Restaurants, Irish, Nightlife",4.5,39,"4100 George J Bean Pkwy, Airside E, Tampa International Airport",Tampa,FL,27.9803985924,-82.5377866183
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",3.0,11,518 Port Royal Ave,Philadelphia,PA,40.0612774187,-75.2372046062
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,"Restaurants, Breakfast & Brunch",4.5,119,400 E Fairview Ave,Meridian,ID,43.6196488,-116.3871392
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,"Italian, Chicken Wings, Pizza, Restaurants",3.5,14,200 St. Albert Rd,St Albert,AB,53.625071,-113.6166452
jcL_qaGJiappzpnn-ifSoA,Fat Jakks,"Chinese, Restaurants, Filipino",4.0,8,10126 - 107 Avenue NW,Edmonton,AB,53.5515508,-113.4951554
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",4.5,66,219 S 52nd St,Philadelphia,PA,39.9563959,-75.2253784
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,"Restaurants, Sushi Bars, Japanese",3.0,140,5106 E Fowler Ave,Tampa,FL,28.055212,-82.399374
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars",3.0,178,300 South St,Philadelphia,PA,39.9412993,-75.1477446
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,"Mexican, Restaurants",3.5,58,514 S Rampart St,New Orleans,LA,29.95029,-90.074887
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,"Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food",3.5,172,204 Decatur St,New Orleans,LA,29.9510658,-90.0715323
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,"Italian, Pizza, Gluten-Free, Restaurants, Bars, Wine Bars, Nightlife",3.5,61,30 Parking Plz,Ardmore,PA,40.008645,-75.288802
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,"Burgers, Restaurants",3.5,17,160 Broadway Boulevard,Sherwood Park,AB,53.5426345,-113.3111322
-7GDqSUaXrpC8Ql7nDBxWA,B2 Bluefin,"Nightlife, Bars, Cocktail Bars, Japanese, Restaurants, Sushi Bars, Asian Fusion",4.0,92,401 E City Ave,Bala Cynwyd,PA,40.0079839104,-75.2126064939
tuyCmcmm5Q-bc-9zV76xKA,Pho Friendly,"Thai, Vietnamese, Chinese, Restaurants",4.5,93,729 Brunswick Ave,Trenton,NJ,40.23547,-74.7532115132
p184f-Zvf4ToPwLba0VS4A,Misto Diner,"Chinese, Restaurants, Japanese",3.5,26,5413 Neshaminy Blvd,Bensalem,PA,40.1447023,-74.934106
zVlhs7BVaouutt-rles-YA,Williams Sub Shop,"Restaurants, Sandwiches",4.5,99,3801 Tyrone Blvd N,Saint Petersburg,FL,27.806517,-82.749065
1E9o1SNo7UTf1XHTFPv1_Q,Franklin Juice Co,"Restaurants, Acai Bowls, Vegan, Organic Stores, Vegetarian, Food, Juice Bars & Smoothies",4.5,66,"230 Franklin Rd, Ste 11W",Franklin,TN,35.9326054453,-86.860662065
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",4.0,79,824 S 8th St,Philadelphia,PA,39.9389483,-75.1564078
f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,"Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife",4.0,446,853 East Grant Rd,Tucson,AZ,32.2509598946,-110.9591583204
FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,"Street Vendors, Food, Food Trucks, Greek, Food Stands, Restaurants, Mediterranean",4.5,49,,Saint Louis,MO,38.5844866,-90.266699
b7YJrFZWZdI2C5-9nZvVdw,Saltwater Grill,"Specialty Food, Restaurants, Food, Seafood, Seafood Markets",2.5,34,710 S Carrollton Ave,New Orleans,LA,29.944454,-90.133537
SRexiuEsx1d9-dZVUsssQA,Brandon Burgers,"Salad, Hot Dogs, Burgers, Restaurants, American (Traditional), Fast Food",3.5,24,1513 W Brandon Blvd,Brandon,FL,27.9373704213,-82.3077001423
xJyp6RLqNRv3tSu6njPKxQ,World of Beer,"Nightlife, Pubs, American (Traditional), Restaurants, Bars",3.0,208,"102 Main St, Ste 100",Exton,PA,40.0236651,-75.6291878
1P_mGUY1PyPq7_ZabrzpBw,Carmine's Steakhouse,"Italian, Restaurants, Steakhouses",4.0,261,20 S 4th St,Saint Louis,MO,38.6243584,-90.1886849
XwoXi0M66RU6Gouq-DSDHw,G Peppers Grill & Tavern,"Restaurants, Mexican, American (Traditional)",4.0,82,8745 Gunn Hwy,Odessa,FL,28.0921362,-82.5785736
OfW-VK04qr7b7bPm5QbyLg,Taqueria Feliz,"Mexican, Pizza, Restaurants",3.0,77,303 Horsham Rd,Horsham,PA,40.1807271,-75.1346993
0DbIUh_Xuj6H5B_SF0RLCQ,Iguana's Mexican Restaurant,"Restaurants, Mexican",4.0,74,"680 E 56th St, Ste A",Brownsburg,IN,39.8518617214,-86.3847577572
bSJczuohHVko33UT82hnfA,Blaze Pizza,"Pizza, Fast Food, Gluten-Free, Restaurants, Salad",4.0,302,611 O'keefe Ave,New Orleans,LA,29.948395,-90.075281
PCM-vL-vRLJ4HB2OE8Nnbg,Baxter's Saloon & Grill,"Bars, Pubs, Nightlife, Restaurants, American (Traditional)",2.5,31,20 Liberty Blvd,Malvern,PA,40.0536347,-75.526719
8YJtf5v76SIz-4udyF4YmA,The Hideout Coffee House,"Food, Coffee & Tea",4.5,22,218 Oakfield Dr,Brandon,FL,27.9344684803,-82.2878021747
rmHgqdVkLsGN2byesWRo0w,Brewster's Pub,"American (Traditional), Active Life, Nightlife, Bowling, Restaurants",3.5,12,2825 Route 73 S,Maple Shade,NJ,39.9394973,-74.9743023
aNXw3PkXVt8ANwLyCfcmpg,McDonald's,"Restaurants, Fast Food, Burgers, Food, Coffee & Tea",1.5,17,2333 Welsh Rd,Lansdale,PA,40.2637063378,-75.3179157563
j-PaHu9iyJBlzKJZYN2smA,Snacks By The Pound,"Food, Desserts, Shopping, Specialty Food, Candy Stores, Chocolatiers & Shops",3.5,8,"107A East Glenside Ave, Ste 1a",Glenside,PA,40.1001131,-75.1515328
VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,"Restaurants, Indian, Buffets, Diners, Pakistani",4.0,130,14222 Manchester Rd,Ballwin,MO,38.5920571,-90.5035651
dChRGpit9fM_kZK5pafNyA,The Love,"Restaurants, American (New), Breakfast & Brunch, Burgers",4.0,618,130 S 18th St,Philadelphia,PA,39.9506555,-75.1708991
KdkMXzeoqpfNsZd-_axoTQ,emPIEnada,"Event Planning & Services, Restaurants, Empanadas, Caterers, Food, Desserts, Comfort Food, American (Traditional), Food Trucks",4.5,41,3683 Kings Row,Reno,NV,39.5428346,-119.8569115
od6skmfXz9twktEAuJHEmw,Ryan Christopher,"American (New), Restaurants",4.0,120,245 Woodbine Ave,Narberth,PA,40.0099504,-75.2591858
cDekcTE1qwpz8ROlYixhqg,Philly Homebrew Outlet East,"Shopping, Food, Arts & Entertainment, Wholesale Stores, Brewing Supplies, Beer, Wine & Spirits, Wineries",5.0,32,1447 N American St,Philadelphia,PA,39.9736806,-75.1396479
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",4.5,496,28330 Paseo Dr,Wesley Chapel,FL,28.188219,-82.347274
juVJO2kMrHwCYXwQQmv1Tg,Sidekicks Pizza,"Sandwiches, Restaurants, Pizza, Salad",4.0,45,1105 Shelby St,Indianapolis,IN,39.7520076,-86.1395724
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,"Korean, Restaurants",4.5,351,6600 N 5th St,Philadelphia,PA,40.0520643,-75.1273939
Wt1W6qwCvna1KzIuJRJbwA,Tokyo Mandarin,"Japanese, Restaurants, Sushi Bars, Chinese",4.0,88,370 Delsea Dr N,Glassboro,NJ,39.7119376,-75.1109667
fNssGWMjae-SUzyyGblspQ,Apron,"Caterers, Event Planning & Services, Sandwiches, Restaurants",4.5,24,47 E Kings Hwy,Haddonfield,NJ,39.8971069811,-75.0342256956
QU6xxKwHXR6xQ5oi2yIKLw,Bulk Barn,"Grocery, Food, Wholesale Stores, Fashion, Shopping, Department Stores",4.0,33,8069 104 Street NW,Edmonton,AB,53.517033,-113.496687
